Var1,Var2,Player,Position,Team
-1.461884106318887,-0.10492569526408746,Annie Pankowski,F,Olympic (Women) - United States
-1.8428045610425126,-0.2996311669699505,Jesse Compher,F,Olympic (Women) - United States
-1.770081428045371,-0.3885402166223203,Mich Zandee-Hart,D,Olympic (Women) - Canada
-1.9022778975649972,-0.37337918814795173,Melissa Samoskevich,F,Olympic (Women) - United States
-1.9381733209839105,-0.3841069967048108,Jamie Bourbonnais,D,Olympic (Women) - Canada
-1.8950339154308273,-0.30755354783617683,Sydney Brodt,F,Olympic (Women) - United States
-1.5287002397881775,-0.3403912900661913,Nelli Laitinen,D,Olympic (Women) - Finland
-1.9140117655822202,-0.3295445622523306,Elisa Holopainen,F,Olympic (Women) - Finland
-1.8414750689039616,-0.312004112812928,Viivi Vainikka,F,Olympic (Women) - Finland
-1.9453013935917207,-0.3849711107545612,Ella Viitasuo,D,Olympic (Women) - Finland
-0.7163209231339295,0.2013793039008484,Jillian Dempsey,F,Boston Pride
1.0920424501814139,1.9648726668969267,McKenna Brand,F,Boston Pride
1.083190739968772,1.9920735965714103,Tereza Vanisova,F,Boston Pride
0.5796669380838902,1.5692123499951172,Samantha Davis,F,Boston Pride
0.5357875741646269,0.877689645525341,Stephanie Anderson,F,Minnesota Whitecaps
0.37354707233337603,1.5960960929067538,Meghan Lorence,F,Minnesota Whitecaps
4.411192670403128,-0.7576722534713054,Mallory Souliotis,D,Boston Pride
-0.3788883513251363,0.2005416659993259,Taylor Wenczkowski,F,Boston Pride
6.896049827918426,-0.6097879078686455,Sydney Baldwin,D,Minnesota Whitecaps
7.958300237980632,-0.7463005022795659,Kaleigh Fratkin,D,Boston Pride
0.05889310606298037,1.8850589657852495,Allie Thunstrom,F,Minnesota Whitecaps
0.37395196628830674,-1.0655375685965118,Chelsey Brodt-Rosenthal,D,Minnesota Whitecaps
-0.450513585682477,0.17065228909817642,Nina Rodgers,F,Minnesota Whitecaps
1.4209935638026847,-0.8165256031909096,Emma Stauber,D,Minnesota Whitecaps
-0.0048028553603710125,0.683391121673516,Christina Putigna,F,Boston Pride
-1.3793959867428138,-0.08776431741869928,Haylea Schmid,F,Minnesota Whitecaps
-0.8469111160655061,-0.5674758091809309,Winny Brodt-Brown,D,Minnesota Whitecaps
2.863455292193144,-0.7683142748789415,Lauren Kelly,D,Boston Pride
-0.96765820499645,0.06400997668012898,Lexie Laing,F,Boston Pride
-1.5205314831880492,-0.17903393207946156,Mary Parker,F,Boston Pride
-1.724946312543516,-0.40264517585223364,Jenna Rheault,D,Boston Pride
0.7527604672586699,-0.9271832680991691,Paige Capistran,D,Boston Pride
-1.0659936009646973,-0.01585893488699386,Tori Sullivan,F,Boston Pride
-1.2227790744292562,-0.08678039616344707,Carlee Turner,F,Boston Pride
-1.594774949005287,-0.1223904120204038,Meaghan Rickard,F,Boston Pride
-1.5025891403446228,0.3683226175736371,Meghara McManus,F,Boston Pride
0.4555999980432264,2.0943241850936456,Haley Mack,F,Minnesota Whitecaps
3.345463535218529,-1.2666880543621686,Maddie Rowe,D,Minnesota Whitecaps
0.8761182781277652,1.620472018131363,Jonna Curtis,F,Minnesota Whitecaps
-0.7789810720134482,-0.0024620765318044135,Audra Richards,F,Minnesota Whitecaps
-0.5319196927033314,-0.16213919840896995,Meaghan Pezon,F,Minnesota Whitecaps
-1.0247404435951557,-0.5110547076166738,Sara Bustad,D,Minnesota Whitecaps
-1.9419270745218458,-0.37146794310908415,Lynn Astrup,D,Minnesota Whitecaps
-1.9189391107132017,-0.36425326256064666,Brooke White,F,Minnesota Whitecaps
-1.9280520273779782,-0.38341316828391225,Rose Alleva,D,Minnesota Whitecaps
0.1466820994145802,0.44110302185268047,Kayla Friesen,F,Connecticut Whale
3.0749280417712623,-0.6958435365462388,Tori Howran,D,Connecticut Whale
4.9177850850252876,-1.373894769472094,Shannon Doyle,D,Connecticut Whale
-1.3834817611354782,-0.10706537893927365,Nicole Guagliardo,F,Connecticut Whale
3.329212413759454,-0.6047422075397121,Alyson Matteau,D,Buffalo Beauts
-0.3724444921813612,0.20795977217464384,Erin Gehen,F,Buffalo Beauts
0.2124546598321833,0.4996702229384442,Jordan Juron,F,Buffalo Beauts
3.1213573238685774,-0.6019564734013039,Marie-Jo Pelletier,D,Buffalo Beauts
-0.2630247023171764,1.1008065058828251,Janine Weber,F,Connecticut Whale
2.804386336326268,-0.8734697427897674,Whitney Dove,D,Buffalo Beauts
0.07928483112146986,0.1866017403502977,Emma Vlasic,F,Connecticut Whale
1.9106887542302362,-0.6205497230027519,Dominique Kremer,D,Buffalo Beauts
-0.462605731755524,0.6755507681446642,Katelynn Russ,F,Connecticut Whale
0.5658129328802624,2.2638237507832137,Alyssa Wohlfeiler,F,Connecticut Whale
-0.5510142312516656,0.3930161965526516,Autumn MacDougall,F,Buffalo Beauts
3.476586036387067,-0.6922833406478253,Maggie LaGue,D,Connecticut Whale
0.31494821967864967,-0.8961504706469351,Elena Orlando,D,Connecticut Whale
-1.110898495741126,0.3974899015262609,Brooke Stacey,F,Buffalo Beauts
-1.862113571998977,-0.21595311039361714,Kayla Meneghin,F,Buffalo Beauts
-1.7324838171423562,-0.37226163840475485,Hunter Accursi,F,Buffalo Beauts
0.19436567359948648,-0.7995350330012312,Taylor Marchin,D,Connecticut Whale
-1.633817003603215,-0.2957860048154573,Grace Klienbach,F,Connecticut Whale
-0.4106778079391941,-0.7821625588440071,Megan Delay,D,Buffalo Beauts
-1.0535519659968002,-0.23330028450792561,Sarah Schwenzfeier,F,Connecticut Whale
-1.3970931568690292,-0.12552300088991913,Kaycie Anderson,F,Connecticut Whale
-1.857147403319213,-0.3350586572674895,Maddie Bishop,F,Connecticut Whale
-1.7077936807799343,-0.17259333714106373,Amanda Conway,F,Connecticut Whale
-1.4998118221234031,-0.30679544819266064,Iveta Klimasova,F,Buffalo Beauts
-0.8549757103801041,0.33862581886757653,Mackenzie Lancaster,F,Connecticut Whale
-1.6270640618387577,-0.4059459860638621,Neve Van Pelt,F,Buffalo Beauts
-0.048850094829926444,0.9752736330586682,Kristin Lewicki,F,Buffalo Beauts
1.7331174157356837,-1.181436248902313,Hanna Beattie,D,Connecticut Whale
-1.769074574580577,-0.34446078029629856,Brittany Colton,D,Buffalo Beauts
0.18107244195630917,0.42956599983165555,Cassidy MacPherson,F,Buffalo Beauts
-0.45475035341486647,-0.6511894349988966,Lenka Curmova,D,Buffalo Beauts
3.02157786083744,1.2384983573573587,Shiann Darkangelo,F,Toronto Six
0.3753766802670021,-0.962817544660969,Emma Greco,D,Toronto Six
2.864988537698688,-1.717499000895594,Sammy Kolowrat,D,Metropolitan Riveters
5.714940840720713,-0.35817621861151816,Kiira Dosdall,D,Metropolitan Riveters
2.0314972370626805,1.6225469041989573,Madison Packer,F,Metropolitan Riveters
-0.0710533840094203,0.8943058411656885,Emma Woods,F,Toronto Six
-0.7872070089640636,-0.0020120883969189096,Emily Janiga,F,Metropolitan Riveters
2.891424556066025,-0.5043923964579491,Sarah Steele,D,Toronto Six
1.7873052431077416,-0.9871802905777003,Megan Quinn,D,Toronto Six
-0.5891149222244694,1.319503906470524,Kelly Babstock,F,Metropolitan Riveters
-1.8652278665378668,-0.3962842271093976,Jayne Lewis,F,Metropolitan Riveters
-0.21934288966122584,-0.3406089383868048,Leila Kilduff,D,Metropolitan Riveters
0.7031979433551416,0.6418790676744323,Breanne Wilson-Bennett,F,Toronto Six
3.222350127330266,-0.42083316846317387,Lindsay Eastwood,D,Toronto Six
-0.13406764323038634,0.3098610573727884,Kendall Cornine,F,Metropolitan Riveters
-0.9079316859628518,-0.375266715580891,Paige Voight,F,Metropolitan Riveters
2.892553840728219,-0.13914130833554372,Rebecca Morse,D,Metropolitan Riveters
-0.26487141582495033,0.15932409720892887,Natalie Marcuzzi,F,Toronto Six
4.8315458054678855,-0.38207391914868105,Taylor Woods,F,Toronto Six
-1.0181010610229946,0.22552089649195678,Mallory Rushton,F,Metropolitan Riveters
-0.6653920112468894,0.9589871338096834,Theresa Knutson,F,Metropolitan Riveters
-1.1011468686147352,-0.3658599850824116,Allie Olnowich,D,Metropolitan Riveters
-0.6831467393876499,-0.4396384943851651,Kristen Barbara,D,Toronto Six
-0.7257827519393006,0.13101608304385698,Taytum Clairmont,F,Toronto Six
-1.737281690071681,-0.364160166046764,Julie Allen,F,Toronto Six
-0.10401993728874775,-0.24812552083352274,Rebecca Russo,F,Metropolitan Riveters
0.9483957795124122,1.4297033139267254,Kate Leary,F,Metropolitan Riveters
-1.5589286327283645,-0.31374059350417777,Emily Fluke,F,Toronto Six
0.851581071807377,2.398068873281736,Mikyla Grant-Mentis,F,Toronto Six
-0.7980956314012356,0.8174588172527734,Sarah-Eve Coutu Godbout,F,Toronto Six
0.7894750357910323,-0.6636137282982884,Saroya Tinker,D,Metropolitan Riveters
-1.6707216290345275,-0.19165179047750452,Amy Curlew,F,Toronto Six
-1.6848454822296166,-0.3303110195480873,Brooke Avery,F,Metropolitan Riveters
-0.719380949922863,0.5675914298981345,Mackenzie MacNeil,F,Toronto Six
-0.7945812562881949,0.6415798911783811,Brooke Boquist,F,Toronto Six
-1.6117954959559988,-0.4034359721166757,Cailey Hutchison,F,Metropolitan Riveters
0.20471157056971412,-0.7983078096934018,Briana Mastel,D,Boston Pride
-1.4806424308918844,-0.5397310709075802,Laurel Hill,D,Connecticut Whale
-1.3942531567067882,-0.16125419291586263,Taylor Wasylk,F,Buffalo Beauts
-0.3473427612741442,-0.5899370657921074,Lisa Chesson,D,Buffalo Beauts
-1.742544649154687,-0.3021046868947341,Rachael Ade,D,Connecticut Whale
-1.9450668849235047,-0.3526757000885645,Maeve Reilly,F,Connecticut Whale
-1.9394931376978755,-0.34897812226035957,Sarah Hughson,F,Connecticut Whale
