Player,Position,Team,Shot Index,PSA Index,Passing Index,Entry Index,Danger Pass Index,Danger Shot Index,Takeaways Index,Puck Recovery Index,labels
Rosa Lindstedt,D,Olympic (Women) - Finland,-0.6887824735752509,-0.44875728635692874,-0.3216100885257634,-0.4293243303607501,-0.46958434467792765,0.6214626243041506,0.392295454843576,-0.24786120939786982,0
Jenni Hiirikoski,D,Olympic (Women) - Finland,2.8793226944303196,1.448021590738625,3.036127293644058,2.4759621823102047,-0.46958434467792765,0.6214626243041506,-0.6183008017379725,3.273244349328571,1
Mira Jalosuo,D,Olympic (Women) - Finland,-0.29345263962008816,-0.44875728635692874,-0.9725124093802379,-0.5849646792538367,-0.3019670211899137,-0.5036451399394433,-0.7025171564531012,-0.9328646892694993,0
Megan Keller,D,Olympic (Women) - United States,0.2796026286695923,0.05886898103185697,0.03374375970143381,-0.23154720408441254,-0.33273222613391706,1.638723271249783,-0.42404114878013993,-0.43842100806659634,0
Emily Pfalzer,D,Olympic (Women) - United States,0.25012913377775875,0.2938274247946669,0.6272855142721814,0.09188103312756278,0.0849471079826897,0.7205653807401136,0.0040437856484053175,0.3882772865453978,1
Kali Flanagan,D,Olympic (Women) - United States,-0.7439574803409875,-0.43860476100915347,-1.0419689937304226,-0.32588043993790583,-0.30514962859791356,-0.15387070545957035,-0.48305504564884566,-1.1071838389545505,0
Sidney Morin,D,Olympic (Women) - United States,-0.07333531889922215,-0.24976778954052467,-0.24621744202637436,-0.46872791137319414,0.15272149049972394,-0.46866769649145634,-0.8240242275569206,-0.574149531788545,0
Lee Stecklein,D,Olympic (Women) - United States,0.05440223566111434,-0.15868513356333708,0.5857159492801686,-0.5665264497682442,-0.2696862889087677,-0.27879014634524146,0.39746976477310697,0.22314369176691118,0
Cayla Barnes,D,Olympic (Women) - United States,-0.13102324676518035,0.6934018152678401,-0.24698217820204277,-0.4943326468191432,-0.05690625077389248,-0.110148901149585,-0.8502526261652346,-0.4891043190793782,0
Kacey Bellamy,D,Olympic (Women) - United States,1.4359365399113466,0.8304609074628128,1.3105696813564562,-0.35090762496026073,-0.04902550862075007,-0.40370958723090916,0.0040437856484053175,0.46460570368745424,1
Ella Shelton,D,Clarkson Golden Knights,2.6974590453257576,0.24324267248910533,1.5472921742151613,1.679035495207523,-0.47463305924082044,-0.25175534197446203,1.0143480748985068,1.5581457734790247,1
Skylar Podvey,D,St. Lawrence Saints,0.8788833985923173,-0.18202275676536683,-0.03838889104542381,3.1808550667897637,-0.4081246593989891,1.0662726706330135,0.7329888898275073,0.360801002150959,1
Taylor Turnquist,D,Clarkson Golden Knights,4.266852895959224,6.661926735207651,3.9666334813561805,6.175655817936934,5.117323190618354,4.030371223430267,3.3679399881114684,4.302513687686917,2
Jacquie Diffley,D,St. Lawrence Saints,-0.7800124352572114,-0.44875728635692874,-0.2772933193420517,-0.42255735866974553,-0.4081246593989891,-0.5036451399394433,-0.7675934305511553,-0.3160216228589656,0
Josiane Pozzebon,D,Clarkson Golden Knights,-0.09310448847539037,1.7933225803042216,1.5472921742151613,-0.07732976647340416,0.15544651820810118,-0.25175534197446203,-0.31205951186477543,0.5337723332798976,1
Emma Keenan,D,Clarkson Golden Knights,-0.09310448847539037,-0.4210772880030878,0.13591832089354422,-0.07732976647340416,-0.5533930064219347,-0.5036451399394433,0.04968801179793766,0.3008398714258326,0
Lydia Grauer,D,St. Lawrence Saints,0.22351714324435534,-0.18202275676536683,0.06543130495508609,0.2981251264221563,0.027680381669847407,-0.5036451399394433,1.3426004574813393,0.7323742260348017,1
Amanda Butterfield,D,St. Lawrence Saints,-0.4523293075832308,-0.18202275676536683,0.012931319477555511,-0.42255735866974553,-0.4081246593989891,-0.5036451399394433,0.21716371719734215,1.058399764410303,0
Avery Mitchell,D,Clarkson Golden Knights,-0.3936267151924371,-0.3380372929415638,-0.6873830935440658,0.2519887200917689,-0.5533930064219347,-0.5036451399394433,-0.593418696935775,-0.8812923724835474,0
Claire Dudley,D,St. Lawrence Saints,-0.7595322397775877,-0.44875728635692874,-0.6666190543439638,-0.6027279799427215,0.027680381669847407,-0.5036451399394433,-0.9082730230866554,-0.5141940089303486,0
Kristen Guerriero,D,St. Lawrence Saints,-0.6980916533387164,-0.3820736539590386,-0.6329954681392532,1.4992626015753259,-0.4081246593989891,-0.5036451399394433,-0.5331274429919898,-0.3679619659825136,0
Megan Bozek,D,Olympic (Women) - United States,-0.004430293948216224,-0.34723203287917176,-0.4234039098672448,-0.3986517933105999,-0.3768643821915203,0.05599395522835478,-0.6194427184120755,-0.1042668277402205,0
Erin Ambrose,D,Olympic (Women) - Canada,0.14969768532799177,0.07457726827179337,-0.117648060132104,-0.5660207138456591,0.7917690101054987,1.3436601756767286,-0.6773922218192523,-0.35067445339876124,0
Halli Krzyzaniak,D,Olympic (Women) - Canada,-0.5408650615522593,-0.3661798418395762,-0.9478774035089815,-0.6563339110433982,-0.5419545539004438,-0.5036451399394433,-0.5893733003953794,-1.0657567878842744,0
Savannah Harmon,D,Olympic (Women) - United States,-0.713244000227167,-0.44875728635692874,-1.015251628605816,-0.6268483828990489,-0.5533930064219347,-0.5036451399394433,-0.8152814280208165,-0.9960032944586754,0
Shelly Picard,D,Olympic (Women) - United States,-0.7299361089846782,-0.4030709222919385,-0.918255976957787,-0.6627848537003794,-0.5396017076539336,-0.3287579226995085,-0.8502526261652346,-0.9292488620851153,0
Katelyn Gosling,D,Olympic (Women) - Canada,-0.7800124352572114,-0.44875728635692874,-1.1277317357804102,-0.6627848537003794,-0.5533930064219347,-0.5036451399394433,-0.9380196774639679,-1.1835669860131106,0
Mich Zandee-Hart,D,Olympic (Women) - Canada,-0.7058965136544372,-0.4410156509334271,-1.0468652412956494,-0.6240791977584917,-0.3989738973817961,-0.4466295437784533,-0.9551662205984881,-1.1148279805940318,0
Jamie Bourbonnais,D,Olympic (Women) - Canada,-0.7740831615289898,-0.43327401550992534,-1.1139897171097974,-0.6627848537003794,-0.5190776488574605,-0.5036451399394433,-0.9380196774639679,-1.1756015218658353,0
Nelli Laitinen,D,Olympic (Women) - Finland,-0.39988759491570885,-0.44875728635692874,-0.9756439779231942,-0.5071445048072929,-0.5533930064219347,-0.08172972834809514,-0.9235850875803148,-1.0420899016764276,0
Ella Viitasuo,D,Olympic (Women) - Finland,-0.7800124352572114,-0.44875728635692874,-1.1203920350198413,-0.6238747664771087,-0.5533930064219347,-0.5036451399394433,-0.9551662205984881,-1.1772138757880914,0
Mallory Souliotis,D,Boston Pride,0.46936663876783935,-0.14830157729740684,1.2316600180420458,0.2035407816888407,5.559197179998117,-0.13800416036129762,0.8133772284192214,1.140605679252116,1
Sydney Baldwin,D,Minnesota Whitecaps,3.7871621797899193,-0.39541038043861687,1.9530833086736263,1.0169968515012653,-0.32710961971311553,0.8464841771528707,3.564282146220774,1.9298083694814325,1
Kaleigh Fratkin,D,Boston Pride,0.8012329553057437,1.034974610233304,2.749971821961455,0.7271864990796578,0.7777933008428762,-0.2979720889267379,-0.01973828062217891,2.102021182858899,1
Chelsey Brodt-Rosenthal,D,Minnesota Whitecaps,-0.7398712521171488,-0.39541038043861687,-0.7010276089239467,-0.5378424128176135,0.07517195665811775,-0.5036451399394433,-0.7911953047955219,-0.11143106779414914,0
Emma Stauber,D,Minnesota Whitecaps,-0.24033652859636906,-0.23536966268367934,0.30967723403019415,-0.31572251791491573,-0.15111143005070138,0.25580260092498336,-0.5862316600418136,0.10152516196008203,0
Winny Brodt-Brown,D,Minnesota Whitecaps,-0.6685091487570376,-0.39541038043861687,-0.782359622168727,-0.31572251791491573,-0.4528226123291273,-0.5036451399394433,-0.4530052909519035,-0.7340090961632016,0
Lauren Kelly,D,Boston Pride,1.3722382352312552,-0.2113601829024916,0.5587786307732174,-0.012078043119143882,0.4246214234052736,-0.13800416036129762,0.36393333538372874,0.647572087658894,1
Jenna Rheault,D,Boston Pride,-0.7344621565167151,-0.4401021836268192,-1.0501774283663132,-0.5819277943973856,-0.5375455503830681,-0.45032249708429883,-0.81874964601861,-1.0978920030048582,0
Paige Capistran,D,Boston Pride,-0.467667666750949,-0.4153733186836485,-0.3372586600872243,-0.6281318282848113,-0.4447247364411339,-0.41223489504490946,-0.7213092356044111,-0.08234779100080122,0
Maddie Rowe,D,Minnesota Whitecaps,-0.3339992892565151,-0.3287267480407261,0.669844877478205,-0.31572251791491573,0.6785943212149695,-0.5036451399394433,0.5205720216282096,0.8960383583150389,1
Sara Bustad,D,Minnesota Whitecaps,-0.13775350501620867,-0.44875728635692874,-0.8664264838120891,-0.6072548799747054,-0.5282504078987328,-0.4192620576211737,-0.9141734916477471,-0.7887692695285754,0
Lynn Astrup,D,Minnesota Whitecaps,-0.7621719094171838,-0.44875728635692874,-1.1214808235928693,-0.6072548799747054,-0.5282504078987328,-0.1661128106663648,-0.9141734916477471,-1.176604762610936,0
Rose Alleva,D,Minnesota Whitecaps,-0.7562250674705078,-0.44875728635692874,-1.1213222816567197,-0.6627848537003794,-0.5533930064219347,-0.5036451399394433,-0.9551662205984881,-1.1733989699049583,0
Tori Howran,D,Connecticut Whale,0.04527466336451479,1.5677924218954318,0.6094401693663204,0.29219358333497997,0.7761816951440088,-0.5036451399394433,1.1581538806014617,0.6630823836699807,1
Shannon Doyle,D,Connecticut Whale,0.542156097002152,-0.20677132136664583,1.6106209742084465,-0.4289125834060063,1.2193732623326559,-0.43152284735972696,1.7552605955854712,1.489276303135208,1
Alyson Matteau,D,Buffalo Beauts,0.41968733203618724,-0.2415482591318453,0.6173627540885865,0.425518494999007,1.6386025870492984,-0.0671809210518425,2.2291403568979646,0.6531647406452012,1
Marie-Jo Pelletier,D,Buffalo Beauts,0.03868627172372774,0.22259996185234196,0.7364056878892399,1.198278269223425,0.08215601180345247,-0.5036451399394433,1.3843243261336002,0.5793507765871377,1
Whitney Dove,D,Buffalo Beauts,0.41968733203618724,-0.2415482591318453,0.1973875686792292,1.6619341337580746,-0.22913330324571665,-0.30966104265606514,-0.04130272578126633,0.6781052950538976,1
Dominique Kremer,D,Buffalo Beauts,-0.19943939097155933,-0.2415482591318453,0.21444820891714328,1.6619341337580746,2.3649443221640274,1.2422117356109599,2.460652442251662,0.3216317143639358,1
Maggie LaGue,D,Connecticut Whale,0.9926456523148993,-0.3882607951093583,0.7831323084115708,1.1058741904008225,0.4437880197525221,1.299412174553497,1.4457654920073721,0.8110267456218889,1
Elena Orlando,D,Connecticut Whale,-0.6481618337022613,-0.43363316354503645,-0.47840379415276457,0.05344897407614028,-0.3040977498783215,-0.5036451399394433,-0.4956128849825229,-0.19718668397629888,0
Taylor Marchin,D,Connecticut Whale,-0.41376076427123837,-0.3882607951093583,-0.29841952201657407,-0.4289125834060063,1.2193732623326559,-0.5036451399394433,-0.19549642090679026,-0.24855625409848928,0
Megan Delay,D,Buffalo Beauts,-0.3355111982260092,-0.41560384200091594,-0.7259582640053273,-0.6048278706335487,-0.5015114539137406,-0.4551491156185988,-0.15908957622437495,-0.4754583275463395,0
Hanna Beattie,D,Connecticut Whale,-0.33684791336418374,-0.07065421605961145,-0.13862860724200493,0.7989168356394566,-0.11020143923328767,-0.5036451399394433,1.155027667434006,0.45828903078284894,1
Brittany Colton,D,Buffalo Beauts,-0.7233158489011909,-0.4404689252679258,-1.0922442141611843,-0.018818375180032668,-0.5015114539137406,-0.4551491156185988,-0.8536258322854634,-1.110644703126757,0
Lenka Curmova,D,Buffalo Beauts,-0.26974315805302496,-0.41560384200091594,-0.6777197125339085,-0.4309569214330552,-0.4366595132784965,0.2722912491940692,0.8360062292432666,-0.5359202776280291,0
Emma Greco,D,Toronto Six,-0.34058811982243475,-0.4068418602782549,-0.42156428529821116,-0.3893137558220724,-0.1395471340891249,-0.3728186557250739,-0.11961470129673268,-0.13021536135470263,0
Sammy Kolowrat,D,Metropolitan Riveters,-0.57850047170268,-0.4260124815080362,0.22655163949248389,0.1927349995700066,-0.5055023425682171,-0.5036451399394433,0.04522199298728697,0.9959274566333507,0
Kiira Dosdall,D,Metropolitan Riveters,1.5494658634331726,0.3700556882032156,1.8728810580043862,1.2621348161579904,1.1706708923119251,-0.5036451399394433,0.04522199298728697,1.3269495549839556,1
Sarah Steele,D,Toronto Six,-0.34058811982243475,0.4640675482453061,0.8928146877064334,-0.46186731240203194,0.29119040650216726,-0.470938518885851,-0.43934104796832296,0.3474523994667483,0
Megan Quinn,D,Toronto Six,-0.4379000789498593,0.016969670072782727,-0.08585015639833722,-0.6404606824450076,-0.47738049925876663,-0.5036451399394433,-0.43934104796832296,0.2616696878980382,0
Leila Kilduff,D,Metropolitan Riveters,-0.57850047170268,-0.08484040877464283,-0.26663631911646163,-0.448904890382783,-0.3618303510070619,-0.3451792576516155,2.5618235927890027,-0.6669717903749797,0
Lindsay Eastwood,D,Toronto Six,1.1905547370731377,0.5991283656099224,1.0278936104059575,0.28041138183908915,0.8739529614197978,-0.3728186557250739,0.2768459685760389,0.5960834061087922,1
Rebecca Morse,D,Metropolitan Riveters,2.129820318470223,1.0069102239722167,0.3251123807337729,0.5016727243620916,-0.5055023425682171,5.2011266224224455,1.6864839059014487,0.4961489944177323,1
Allie Olnowich,D,Metropolitan Riveters,0.02603541896091438,-0.4260124815080362,-0.9561772554029847,-0.5677270922258921,-0.5055023425682171,-0.3451792576516155,-0.5643895746665449,-0.8743473990475643,0
Kristen Barbara,D,Toronto Six,-0.66825573219681,-0.3369828168137982,-0.6231130902829026,-0.5288398261681474,-0.4393742456771813,-0.30740541361788914,-0.43720953899051235,-0.769651419082255,0
Saroya Tinker,D,Metropolitan Riveters,-0.38504898669032994,-0.35777806696135744,-0.39055771892276064,0.1927349995700066,-0.3618303510070619,-0.5036451399394433,-0.5643895746665449,-0.1684914540352461,0
Briana Mastel,D,Boston Pride,-0.4913375437393142,-0.3656683001478759,-0.6164903587873183,-0.5280230881953898,-0.4678167438120545,-0.4716515542263587,-0.7710038449156527,-0.3039948579634839,0
Laurel Hill,D,Connecticut Whale,-0.7140871344797366,-0.44875728635692874,-0.9444972110810579,-0.6627848537003794,-0.5533930064219347,-0.5036451399394433,-0.8801371045795551,-0.9547166113781982,0
Lisa Chesson,D,Buffalo Beauts,-0.4126185556701974,-0.4321805641789223,-0.5158889110439175,-0.546870887566718,-0.31992602013505844,1.9211560761027868,-0.43527943243580214,-0.540622873745494,0
Rachael Ade,D,Connecticut Whale,-0.5456113658261886,-0.44875728635692874,-1.1009957306336238,-0.13657224553803848,-0.44259511462477324,0.6503115413360359,-0.805107988560622,-1.1033459009317355,0
